,word,positive_count,negative_count,total
3383,합쳐,18,33,51
3384,통방문,10,20,30
3385,허들,22,5,27
3386,불과,98,153,251
3387,크다,25,72,97
3388,중후반,30,38,68
3389,편안,10,11,21
3390,빨라야,5,10,15
3391,급하,17,32,49
3392,끝난,23,23,46
3393,낮출,43,89,132
3394,관계없이,13,13,26
3396,레인지,91,168,259
3397,하락룸,9,9,18
3398,지식재산,6,11,17
3399,생산물,6,16,22
3400,정부정책,69,71,140
3401,부,77,185,262
3402,미흡,34,63,97
3403,구직,8,20,28
3404,종,53,116,169
3405,고용률,29,50,79
3406,농축수산물,23,13,36
3407,일반인,35,43,78
3409,웃돌,178,381,559
3410,예년,33,53,86
3411,등가격,5,12,17
3412,면밀히,157,165,322
3413,줄지,6,20,26
3414,거론,58,96,154
3415,한다,45,106,151
3416,금통위원,120,133,253
3417,올린,21,62,83
3418,높였,33,87,120
3419,분포,30,54,84
3421,전적,11,16,27
3423,꼽,67,200,267
3424,거시,46,79,125
3425,미시,21,27,48
3426,좁혀,29,36,65
3427,투자주체,15,7,22
3428,초점,45,92,137
3430,일자리창출,22,23,45
3432,노동시장,93,190,283
3433,완전고용,7,8,15
3434,양질,9,14,23
3435,일자리,99,198,297
3437,그러,158,296,454
3438,빨라질,27,21,48
3439,알려진,16,28,44
3440,민감,130,227,357
3442,앞당겨,13,22,35
3443,종전,71,78,149
3444,상관관계,45,100,145
3446,선회,30,27,57
3447,축,57,94,151
3448,중첩,11,9,20
3449,가치,170,253,423
3450,관리,310,599,909
3451,국회,148,176,324
3452,기다릴,8,17,25
3454,탄력,43,72,115
3455,베어,17,18,35
3458,케이프투자증권,41,41,82
3459,기획재정부,131,113,244
3460,담보대출,42,83,125
3462,증감률,8,8,16
3464,재산,41,42,83
3465,전망보고서,10,28,38
3467,김지만,62,41,103
3469,줄일,27,36,63
3470,최선,28,49,77
3471,차기,33,42,75
3472,재닛옐런,16,19,35
3473,게리,11,8,19
3474,콘,24,8,32
3475,서베이,36,59,95
3476,언론,58,69,127
3477,매체,20,42,62
3478,후보,105,167,272
3480,쓴,5,19,24
3482,위원장,66,165,231
3483,임명,30,34,64
3485,일축,18,36,54
3486,다행,11,19,30
3487,급변,16,21,37
3488,옹호,8,11,19
3489,관측,81,277,358
3490,번주,7,10,17
3491,이달,151,354,505
3493,현대차투자증권,117,77,194
3494,금융위원회,79,114,193
3495,하반,16,29,45
3496,호재,108,238,346
3497,경직성,29,40,69
3498,골드만삭스,58,56,114
3499,설문,16,35,51
3500,힘든,34,46,80
3501,주초,28,40,68
3502,응찰률,29,64,93
3504,하커,9,13,22
3505,올릴,22,51,73
3506,버터플라이,7,8,15
3507,모니터,17,15,32
3508,G7,14,24,38
3511,즈,17,6,23
3512,의심,17,40,57
3513,여지,32,58,90
3514,정해진,7,20,27
3515,캘린더,18,15,33
3516,전년비,196,130,326
3517,화,54,73,127
3518,레드,10,12,22
3519,북,23,36,59
3521,무역수지,82,123,205
3522,합성,38,80,118
3523,수요견인,11,11,22
3524,중중,12,8,20
3526,쉬,42,66,108
3528,확보,286,580,866
3529,연고점,11,23,34
3530,살,72,76,148
3532,의의,12,13,25
3537,장치,43,40,83
3538,우선,147,305,452
3539,확고,21,23,44
3540,불거질,4,11,15
3541,발,108,176,284
3542,들어오,48,61,109
3543,한발,6,11,17
3545,논리,27,51,78
3546,대출자,19,34,53
3550,윤여,32,28,60
3552,과연,10,28,38
3553,사정,35,48,83
3554,본다,96,180,276
3555,심하,12,11,23
3559,가정부,10,20,30
3561,펼치,17,44,61
3562,이를,13,31,44
3563,앞서간,12,6,18
3564,뒤따라,6,10,16
3565,실천,23,40,63
3566,단기구간,20,26,46
3568,장기투자기관,23,55,78
3569,장기채권,24,38,62
3571,거쳐,48,62,110
3573,믿음,20,20,40
3576,장단기,60,87,147
3577,차장,13,17,30
3580,가세,29,27,56
3582,포스코대우,10,8,18
3583,두산중공업,47,54,101
3584,현대산업개발,32,22,54
3585,아쉬운,13,14,27
3586,기우,10,8,18
3587,감내,17,22,39
3588,굳이,16,25,41
3589,약할,14,16,30
3590,안심전환대출,9,48,57
3591,고유동성,21,20,41
3593,국공채,70,74,144
3594,자연,35,52,87
3595,권고,47,70,117
3596,레벨업,11,14,25
3599,쿠폰금리,10,20,30
3603,전해진다,6,9,15
3604,세아베스틸,17,10,27
3605,인기,44,146,190
3607,반해,29,33,62
3608,절감,42,125,167
3609,문재,12,5,17
3610,원전,41,48,89
3612,보여진다,9,22,31
3613,차주,42,227,269
3614,사드,11,38,49
3615,표표,47,3,50
3616,현대위아,14,21,35
3617,하이트진로홀딩스,12,12,24
3622,주관사,32,49,81
3623,SK케미칼,24,21,45
3624,중앙일보,8,11,19
3625,대신증권,42,130,172
3626,메리츠금융지주,28,58,86
3627,롯데케미칼,20,26,46
3628,한진,22,20,42
3630,키움,21,30,51
3631,아시아나항공,46,23,69
3634,전전,36,7,43
3635,바젤,13,36,49
3636,끌어올리,36,61,97
3637,대거,54,86,140
3640,나눈,8,9,17
3641,도매,32,50,82
3643,분자,11,5,16
3644,당연히,24,25,49
3646,염려,15,10,25
3647,수신,92,120,212
3648,대차,57,93,150
3649,상기,51,33,84
3651,변할,9,12,21
3652,일례,18,35,53
3653,높인다,4,21,25
3655,불안정,32,47,79
3656,바꿔,6,16,22
3658,끌어올릴,12,23,35
3659,안심,48,67,115
3660,급상승,11,5,16
3665,공사채,246,191,437
3666,사채,36,77,113
3668,강보합,71,104,175
3670,발행물량,68,61,129
3671,무난히,14,18,32
3672,출회,62,111,173
3673,교역량,38,25,63
3674,온기,23,25,48
3679,채여,30,14,44
3680,스프,39,4,43
3682,용스,17,1,18
3686,프레드,24,8,32
3687,태광,18,2,20
3688,명종,13,4,17
3689,명,36,28,64
3691,한화케미칼,49,27,76
3692,동국제강,9,12,21
3693,한솔케미칼,16,7,23
3694,현대비앤지스틸,23,6,29
3695,SK머티리얼즈,9,13,22
3696,별주,50,2,52
3698,윤일광,108,69,177
3699,시황,67,99,166
3700,호가,77,88,165
3701,바이백,31,20,51
3702,채권형펀드,60,78,138
3703,환매,51,63,114
3704,투매,4,11,15
3705,양상,149,215,364
3706,스왑,112,85,197
3707,불안정성,5,16,21
3708,일으키,10,19,29
3711,손절,19,20,39
3712,본드스왑,48,37,85
3713,가졌,12,14,26
3714,계정,82,44,126
3715,꺾,8,22,30
3716,패닉,15,26,41
3718,폭등,35,62,97
3719,연출,24,22,46
3720,소문,6,11,17
3721,퍼지,9,15,24
3722,극도,8,18,26
3723,미국발,11,20,31
3724,신용경색,49,30,79
3725,연달,4,20,24
3728,더해,40,77,117
3729,고조,59,126,185
3731,차트,142,223,365
3732,증권업협회,57,38,95
3733,대우증권,198,188,386
3734,국고채권,32,42,74
3735,일비,157,101,258
3736,채권지수,66,43,109
3737,리보,113,81,194
3738,항셍지수,23,37,60
3739,상해,63,49,112
3740,장외거래,56,36,92
3741,대금,125,160,285
3742,지방채,79,101,180
3743,합계,219,326,545
3744,수신증,53,34,87
3745,요구불예금,60,58,118
3746,저축성,115,61,176
3747,장기채권형,21,21,42
3748,단기채권,55,84,139
3749,혼합,87,121,208
3750,주식형,124,124,248
3751,음영,72,53,125
3752,제치,76,64,140
3753,선물,484,559,1043
3754,총거래량,51,35,86
3755,홈페이지,104,128,232
3756,게시,66,54,120
3758,궁금,15,21,36
3759,아마도,13,8,21
3760,공격,25,99,124
3761,상관,29,43,72
3762,스태그플레이션,5,13,18
3763,강해질,10,22,32
3765,액션,6,18,24
3766,서철수,10,6,16
3767,뇌관,5,13,18
3770,악순환,25,35,60
3772,다분히,10,9,19
3773,얘기,65,138,203
3774,주지,19,16,35
3776,통제,61,102,163
3778,개입,153,192,345
3780,근로자,57,115,172
3781,자제,19,31,50
3782,호소,8,26,34
3785,될까,6,9,15
3786,나아가,33,70,103
3787,이코노미스트,53,150,203
3788,그룹,237,506,743
3793,상당수,24,44,68
3794,바꾸,28,67,95
3795,전혀,15,51,66
3796,편승,14,10,24
3797,잠잠,4,12,16
3798,어려워진,9,18,27
3799,짐작,6,10,16
3800,보상,33,40,73
3801,정작,9,18,27
3802,생기,18,36,54
3803,넘어가,18,28,46
3804,아무리,19,18,37
3805,가령,16,15,31
3807,내,86,208,294
3808,심,22,62,84
3810,믿,28,49,77
3811,손해,20,28,48
3812,어쩔,7,8,15
3813,전이,30,54,84
3816,촉발,36,83,119
3817,어찌,7,12,19
3819,밖,55,141,196
3821,심각,64,99,163
3823,여겨,9,21,30
3825,시세,62,187,249
3826,외환위기,42,32,74
3827,고유가,3,14,17
3828,최악,31,44,75
3830,과열,63,101,164
3832,비하,14,21,35
3833,공감,13,48,61
3834,본질,25,32,57
3840,가져오,8,8,16
3844,강력,83,158,241
3847,달라진,21,28,49
3848,어쩌면,14,5,19
3850,주변,26,80,106
3857,그럴,10,20,30
3865,속성,14,16,30
3867,커짐,4,13,17
3870,다채,4,14,18
3874,매달,29,35,64
3875,방침,98,188,286
3876,분명히,24,44,68
3879,수순,25,20,45
3881,창구,26,63,89
3882,왜,28,39,67
3885,확실히,17,35,52
3887,장담,7,8,15
3888,논하,10,6,16
3889,곤란,14,19,33
3890,따지,10,17,27
3891,스스로,36,37,73
3898,불거지,21,26,47
3899,연방,62,96,158
3900,싱가폴,46,29,75
3901,멈췄,15,21,36
3902,금융업,31,30,61
3903,투자은행,78,135,213
3907,은행업,9,18,27
3908,보험업,27,17,44
3909,풀,38,79,117
3911,TED스프레드,14,8,22
3912,뉴질랜드,135,144,279
3913,아일랜드,53,135,188
3914,실업수당청구,69,112,181
3915,저녁,30,103,133
3917,새벽,28,101,129
3918,고금리,256,476,732
3919,장,475,976,1451
3920,고용동향,19,21,40
3922,늘어남,8,16,24
3923,한때,36,90,126
3924,강보합세,26,38,64
3925,장후반,48,13,61
3926,원대,74,242,316
3927,섬,20,4,24
3928,구간별,38,49,87
3929,예상외,21,21,42
3930,경계심리,14,49,63
3932,맞서,7,14,21
3935,기업분석,7,13,20
3936,현대자동차,37,36,73
3937,팁,83,29,112
3938,상한,23,44,67
3939,조만간,35,83,118
3940,양쪽,10,7,17
3941,팔,90,233,323
3942,좀처럼,13,30,43
3943,이상한,22,3,25
3944,ㅣ,83,73,156
3945,트레이드,415,483,898
3946,책임연구원,70,41,111
3947,오동석,9,7,16
3950,차관,10,38,48
3951,황금,7,10,17
3953,자원,23,65,88
3954,누리,16,30,46
3955,올바른,6,20,26
3956,전례,11,19,30
3957,호황기,10,13,23
3958,누릴,44,86,130
3961,철광석,13,14,27
3963,석탄,26,24,50
3966,금융시스템,16,36,52
3967,한창,11,12,23
3972,치솟,51,156,207
3974,지인,10,12,22
3976,놀라운,8,17,25
3977,회복력,11,21,32
3980,쓰이,11,16,27
3981,뼈,4,12,16
3982,만성,11,16,27
3984,파,13,31,44
3985,복지,65,57,122
3988,감지,17,29,46
3989,급반등,18,18,36
3992,수출액,21,41,62
3999,불황,31,68,99
4000,성장동력,36,37,73
4001,현저히,15,20,35
4002,그나마,27,41,68
4003,폭발,12,28,40
4004,약속,37,73,110
4009,주문,230,336,566
4010,하여금,12,12,24
4012,직격탄,6,15,21
4013,됐,111,264,375
4014,비상,51,101,152
4015,최대한,25,40,65
4016,완화책,13,25,38
4017,발주,12,27,39
4021,피해,91,251,342
4022,강했,15,37,52
4023,작업,62,100,162
4024,증명,18,24,42
4025,득,7,8,15
4027,그랬,7,11,18
4028,호주달러,89,60,149
4029,만들,101,253,354
4031,조금씩,30,55,85
4032,느낌,15,13,28
4037,월평균,30,83,113
4039,멈춘,11,7,18
4040,영향권,9,12,21
4041,속해,5,11,16
4042,그다지,24,19,43
4044,따를,6,11,17
4045,운,7,19,26
4046,순조,18,23,41
4047,소외,30,49,79
4048,혁신,103,179,282
4049,효율,45,98,143
4050,모드,18,17,35
4053,장기영역,24,17,41
4055,전가,25,32,57
4056,플랫,12,21,33
4058,이렇게,26,55,81
4059,불분명,9,8,17
4061,내려야,6,11,17
4062,지도,29,46,75
4064,장단기금리차,65,46,111
4065,대륙,22,7,29
4066,중남미,50,38,88
4067,칠레,58,77,135
4068,아이슬란드,17,22,39
4069,아프리카,42,56,98
4070,오세아니아,32,26,58
4071,이집트,15,66,81
4072,포르투갈,124,136,260
4073,그리스,330,314,644
4074,오스트리아,61,51,112
4075,유동,18,32,50
4076,장기부채,10,12,22
4077,싱가포르,52,73,125
4078,페루,48,51,99
4079,아르헨티나,27,68,95
4080,설정액,25,34,59
4081,계약수,8,13,21
4082,채권형,89,127,216
4083,총수,16,50,66
4084,주식형펀드,73,47,120
4086,스위스프,27,25,52
4087,유로엔,7,9,16
4089,루블,40,47,87
4090,유로3,11,11,22
4091,위하,21,32,53
4092,변명,29,7,36
4096,폭풍,8,13,21
4098,게임,41,76,117
4099,신,171,249,420
4102,느린,18,21,39
4103,지켜봐야,34,58,92
4105,대책,182,288,470
4107,자영업자,96,152,248
4109,꺾일,7,13,20
4110,자칫,21,25,46
4111,하강,30,57,87
4112,나아질,16,20,36
4114,지났,12,28,40
4116,과다,13,31,44
4117,동력,31,54,85
4118,평탄,12,20,32
4119,지지부진,16,28,44
4120,제고,169,229,398
4121,나쁘,40,59,99
4123,기기,34,83,117
4124,호조세,34,49,83
4125,패널,9,17,26
4126,컴퓨터,26,39,65
4129,나라,66,119,185
4131,될지,13,23,36
4132,시민,38,64,102
4133,더하,24,25,49
4135,걸친,9,23,32
4136,주거비용,3,16,19
4140,상실,13,55,68
4141,밝혔으며,3,12,15
4142,교역조건,11,18,29
4143,부담금,19,62,81
4144,낙관론,17,61,78
4145,비관론,10,23,33
4146,자구책,2,13,15
4149,전월세,25,48,73
4150,회계,51,59,110
4152,기능,49,108,157
4153,생산설비,8,8,16
4156,재작년,11,17,28
4158,가져야,12,16,28
4159,사안,30,38,68
4161,미친다는,6,13,19
4164,속도조절,22,56,78
4165,광의,20,23,43
4169,당부,212,196,408
4170,슬,6,14,20
4171,랙,2,13,15
4172,재화,31,25,56
4173,화폐,52,65,117
4174,포착,16,24,40
4176,취업자,40,58,98
4177,보통,28,50,78
4178,가동,46,48,94
4179,정의,8,33,41
4180,경제활동인구,9,11,20
4181,근로시간,18,22,40
4183,파급시차,7,10,17
4184,정밀,21,71,92
4186,무한,7,24,31
4188,공백,33,81,114
4190,아무래도,7,18,25
4191,일차,10,17,27
4193,눈,66,137,203
4197,띄,41,72,113
4199,점증,13,18,31
4200,간접,34,40,74
4201,피해자,16,88,104
4202,증폭,21,19,40
4203,수출기업,26,49,75
4208,곳,238,369,607
4209,내수기업,6,11,17
4211,신경,13,29,42
4214,섹터,68,193,261
4216,전격,10,48,58
4217,역마진,13,16,29
4220,저울질,3,15,18
4222,서한,9,13,22
4223,멈추,27,30,57
4224,만회,17,23,40
4225,KOSPI200,21,38,59
4227,미쳐,9,12,21
4228,미디어,39,58,97
4229,통신서비스,49,88,137
4230,제자리,11,19,30
4233,진폭,9,9,18
4234,임계,9,12,21
4235,격화,13,28,41
4237,대하,21,28,49
4238,환율조작국,12,8,20
4239,지정,58,105,163
4240,약보합세,16,37,53
4241,키우,48,95,143
4243,경계심,31,45,76
4245,녹색,24,29,53
4247,주택금융공사,25,49,74
4249,예금보험공사,10,13,23
4251,대환,36,156,192
4252,발행세,12,13,25
4253,커버드본드,7,18,25
4254,카드사,105,81,186
4255,다각화,15,37,52
4256,선택지,8,24,32
4257,사업다각화,11,14,25
4258,여름,13,27,40
4260,에프,48,40,88
4261,아이,69,120,189
4262,걸쳐,57,122,179
4264,휴가,10,52,62
4265,순상,42,35,77
4266,주금공,20,24,44
4268,중소기업진흥공단,7,8,15
4269,가스공사,6,17,23
4271,재단,35,156,191
4272,산은,7,34,41
4273,현대커머셜,8,18,26
4274,실적시즌,12,37,49
4275,휴지기,8,13,21
4278,차익,91,123,214
4279,롯데쇼핑,48,80,128
4280,LS산전,9,20,29
4281,롯데칠성음료,28,20,48
4282,렌탈,41,70,111
4283,롯데지주,4,11,15
4284,폴라리스,19,23,42
4285,핑,19,24,43
4286,엘에스전선,13,10,23
4287,개,40,45,85
4289,공모,71,209,280
4290,자극,108,212,320
4292,기울,8,7,15
4294,영국채,18,17,35
4295,자릿수,17,48,65
4296,공통점,9,26,35
4297,함,16,37,53
4298,채권분석,44,33,77
4300,김민형,24,19,43
4301,가시권,2,13,15
4303,이어진,33,78,111
4304,장기채,101,153,254
4305,두드러지,19,33,52
4307,금융정책,20,79,99
4310,구하,10,29,39
4311,물건,20,55,75
4313,신용물,26,3,29
4314,신용채권,20,17,37
4317,모이,4,15,19
4318,KIS채권평가,93,116,209
4319,금융기관채,16,3,19
4320,항셍H주,37,17,54
4321,재정수지,70,75,145
4322,관망세,43,135,178
4323,짙,13,52,65
4324,응찰,61,113,174
4325,연금,88,174,262
4328,경쟁입찰,40,49,89
4329,대기,95,186,281
4331,가전,40,81,121
4333,내려오,13,35,48
4335,연이,45,63,108
4336,활발히,18,15,33
4337,둘,4,15,19
4339,예금채권,31,16,47
4340,혼합형,105,84,189
4341,보험자산,47,23,70
4342,연기금,220,223,443
4344,매물,96,214,310
4347,채용,23,54,77
4348,생존,22,31,53
4349,꼭,19,41,60
4350,공언,1,14,15
4351,선물시장,40,52,92
4354,잠시,25,42,67
4355,선호도,28,77,105
4357,강남,54,104,158
4358,강북,5,14,19
4359,주거,70,213,283
4361,교차,7,16,23
4363,주변국,12,34,46
4365,디플레이션,75,186,261
4367,우크라이나사태,13,32,45
4369,방지,48,69,117
4371,거시정책,11,13,24
4372,실릴,5,23,28
4373,징후,20,36,56
4374,초저금리,35,44,79
4375,전형,12,23,35
4376,거둔,11,24,35
4377,체질,11,32,43
4379,달려,11,36,47
4380,파급경로,9,11,20
4381,미칠지,14,14,28
4383,투자부문,9,19,28
4385,극복,49,72,121
4386,살아나,38,46,84
4389,운송,87,148,235
4391,안전성,17,28,45
4392,풍부,80,161,241
4394,기술개발,9,15,24
4395,투자기회,10,48,58
4396,연구개발,6,40,46
4401,담배,13,29,42
4402,물가안정목표제,12,21,33
4403,벗어난,10,28,38
4405,내릴,41,101,142
4408,추계,11,7,18
4410,눈여겨,4,15,19
4411,상충,13,31,44
4414,거주자,16,34,50
4415,비거주자,3,14,17
4417,심지어,18,21,39
4418,논쟁,14,25,39
4421,꺾인,14,19,33
4422,본다고,7,15,22
4424,빠졌,31,41,72
4428,워낙,11,22,33
4430,다각도,10,6,16
4431,진도,7,15,22
4432,결손,8,15,23
4433,세입,25,23,48
4435,대략,36,31,67
4437,소진,38,107,145
4438,재고조정,7,15,22
4439,살아날,10,22,32
4440,대조,19,29,48
4442,이른,47,45,92
4443,급한,7,10,17
4445,경제동향,14,26,40
4446,단호,6,9,15
4447,신속,43,94,137
4448,성장기반,8,7,15
4449,정부규제,9,11,20
4450,주택담보대출,154,384,538
4451,한층,33,61,94
4452,총부채,33,88,121
4453,늘어난,146,255,401
4457,가미,3,15,18
4458,봐야,21,30,51
4460,사이,131,276,407
4462,치,28,62,90
4465,정비,31,85,116
4466,수혜,117,197,314
4467,체력,20,28,48
4469,취득,45,48,93
4470,출하,8,40,48
4473,이룰,7,10,17
4474,기준치,29,44,73
4476,상자,17,40,57
4477,직급,20,38,58
4478,전화,35,66,101
4479,이메일,20,42,62
4480,진균,20,37,57
4481,센터장,20,53,73
4482,상무,19,45,64
4483,총괄,47,100,147
4484,바이오,139,230,369
4485,팀,42,97,139
4486,김장원,20,37,57
4487,팀장,85,99,184
4488,고태봉,20,37,57
4489,연구위원,209,391,600
4490,타이어,23,46,69
4491,지목,31,35,66
4492,전선,35,23,58
4494,환영,10,13,23
4495,선임연구원,251,517,768
4496,음식료,59,109,168
4497,이선애,20,37,57
4498,제지,14,13,27
4499,패션,15,21,36
4500,엔터테인먼트,28,46,74
4501,김신희,20,37,57
4502,현수,20,35,55
4503,이정민,20,37,57
4504,나스,13,22,35
4505,박영훈,20,37,57
4506,정유,32,75,107
4507,이혁재,75,37,112
4508,김윤상,20,39,59
4509,안지영,20,37,57
4510,박진,21,38,59
4511,윤진일,20,37,57
4512,건자재,40,57,97
4514,박승현,19,37,56
4517,손,100,169,269
4518,주리,19,37,56
4519,오재열,21,38,59
4520,윤창,20,37,57
4521,박승영,19,36,55
4522,박옥희,20,40,60
4523,곽현수,20,37,57
4524,선성,20,37,57
4525,노호,9,12,21
4526,김현준,34,38,72
4527,윤용선,9,17,26
4528,정종선,20,37,57
4530,홍진호,19,37,56
4531,앞선,13,27,40
4532,기간조정,14,22,36
4533,스토리,12,19,31
4535,일각,69,117,186
4539,메시지,34,90,124
4540,그냥,6,11,17
4542,말씀,21,57,78
4543,모른다,11,14,25
4545,소강,11,9,20
4546,이월,17,35,52
4547,직,17,51,68
4549,재무부,51,121,172
4551,집,77,144,221
4553,도모,22,37,59
4554,원칙,27,85,112
4557,내내,46,59,105
4558,전기비,28,22,50
4561,빼,23,21,44
4565,만도,16,121,137
4567,퇴임,7,15,22
4568,공히,9,8,17
4569,견지,16,17,33
4573,끝내,9,24,33
4574,수월,16,28,44
4575,나와야,3,18,21
4577,후퇴,102,186,288
4579,관전,10,32,42
4582,배후,11,14,25
4583,쏟,22,35,57
4584,세금,66,154,220
4585,걷,13,26,39
4586,범주,5,10,15
4587,갈,41,92,133
4589,찍,70,137,207
4591,구축효과,18,10,28
4596,스케줄,22,19,41
4598,깊,44,87,131
4600,열리,32,105,137
4602,참,8,12,20
4605,안도감,10,26,36
4607,청산,62,142,204
4609,벌,15,35,50
4611,구도,24,32,56
4613,통안3개월,17,15,32
4615,한국거래소,98,165,263
4616,이머징,92,56,148
4618,일본채,17,10,27
4619,중동,74,168,242
4620,월드,18,27,45
4621,바이,7,42,49
4622,아부다비,2,16,18
4624,되찾,25,26,51
4625,더블딥,13,9,22
4626,불안심리,38,43,81
4627,대량,19,33,52
4628,롤오버,14,31,45
4630,매입계획,7,10,17
4631,쓸,14,45,59
4632,공산,15,29,44
4634,강할,7,19,26
4635,관계자,233,663,896
4636,금리정상화,53,43,96
4639,소현,53,63,116
4641,사채발행,10,39,49
4642,美,506,631,1137
4643,日,74,123,197
4644,수국,19,20,39
4645,잇따르,9,17,26
4646,부여받,8,9,17
4647,급등락,14,12,26
4649,한국금융연구원,6,18,24
4652,국영,13,32,45
4655,인니,73,103,176
4656,프랑,36,54,90
4657,크로나,46,47,93
4658,크로네,42,42,84
4659,바트,35,34,69
4660,페소,85,103,188
4661,주식펀드,60,13,73
4662,앞둔,106,175,281
4663,캐리트레이드,39,37,76
4664,늘릴,25,57,82
4666,시니어론,31,4,35
4669,신동준,17,18,35
4670,제로금리,16,29,45
4672,가처분,35,24,59
4673,지출비중,12,8,20
4674,육박,38,69,107
4676,낮춰,38,77,115
4677,재고율,10,12,22
4678,하위,21,34,55
4679,갚,45,82,127
4680,무려,37,59,96
4681,자연실업률,4,22,26
4682,상업은행,16,96,112
4683,부실자산,7,16,23
4684,경착륙,8,43,51
4688,한하,11,9,20
4689,복사,10,12,22
4690,대여,17,39,56
4691,투자전략팀,15,21,36
4694,소수의견,27,85,112
4695,등장,44,99,143
4696,외환보유고,37,49,86
4697,드러냈,15,47,62
4698,안정화,104,193,297
4699,연동,99,168,267
4700,급락세,20,38,58
4701,실사,22,48,70
4702,할인점,25,34,59
4703,백화점,40,77,117
4704,거시경제정책,7,16,23
4705,전기요금,13,45,58
4706,오름폭,6,42,48
4707,저유가,23,54,77
4708,전세가격,49,60,109
4709,원엔,13,42,55
4710,유출입,47,32,79
4712,세법,20,48,68
4713,앆,11,6,17
4714,개정안,35,82,117
4715,선임,44,86,130
4716,저금리정책,15,21,36
4717,당선,54,52,106
4718,받아들일,5,19,24
4720,혜택,217,574,791
4721,대대,10,26,36
4722,북핵,4,11,15
4723,학습효과,10,12,22
4724,고변동성,6,14,20
4725,머,5,43,48
4729,북한,71,146,217
4730,핵실험,9,10,19
4731,더해져,6,27,33
4732,세제개편,14,21,35
4733,뚫,37,38,75
4736,이평선,49,66,115
4737,반등시,15,17,32
4738,지나가,11,30,41
4739,저항,26,21,47
4741,겹쳐,6,16,22
4742,지지선,10,20,30
4745,복합,69,132,201
4747,연설,97,211,308
4748,카플란,3,23,26
4749,조심,27,44,71
4754,초기,73,130,203
4755,대체자산,30,14,44
4756,상업,132,299,431
4758,레버리지,64,117,181
4759,빌미,11,12,23
4760,수개월,11,24,35
4762,긴축정책,23,56,79
4763,기준선,9,22,31
4767,올라왔,10,13,23
4768,멀,19,65,84
4769,본다면,13,23,36
4771,채권자산,10,13,23
4773,달라지,23,31,54
4775,불일치,11,21,32
4776,법인세,78,98,176
4778,허리케인,13,15,28
4779,백악관,8,33,41
4781,재무장관,44,41,85
4782,재임,15,9,24
4783,나이,5,18,23
4784,비판,40,81,121
4785,재직,8,18,26
4787,던지,5,10,15
4792,연구소,14,26,40
4794,대학,16,68,84
4795,원장,26,64,90
4796,입성,11,8,19
4797,설정,93,197,290
4798,룰,7,21,28
4799,교수,29,225,254
4800,빈,21,27,48
4802,부시,12,14,26
4803,행정부,28,62,90
4804,감세,26,47,73
4805,법안,60,99,159
4808,학회,6,37,43
4809,가이던스,50,68,118
4811,개혁,166,222,388
4816,공약,127,165,292
4817,경력,13,24,37
4818,사직,7,15,22
4819,공식,36,63,99
4820,명시,22,30,52
4822,역임,10,15,25
4824,타겟,16,25,41
4825,경직,21,19,40
4826,벌어진,8,24,32
4829,노이즈,19,22,41
4831,집단,15,47,62
4833,표하,8,10,18
4834,타결,28,27,55
4836,박차,10,22,32
4837,가하,13,17,30
4840,국경조정세,6,37,43
4841,양당,11,19,30
4842,배당금,44,85,129
4843,쌓,30,47,77
4844,세율,32,27,59
4848,미룰,15,8,23
4849,과세,66,43,109
4850,미루,35,50,85
4851,비축,6,10,16
4852,보유기업,13,7,20
4853,니즈,10,38,48
4855,들어온,10,17,27
4856,갑자기,7,25,32
4857,의사결정,25,46,71
4858,영업현금흐름,6,12,18
4859,투자처,41,58,99
4861,남부,5,22,27
4866,합치,8,7,15
4867,넘어설,17,31,48
4868,물품,5,15,20
4869,복구,9,43,52
4870,재해,3,31,34
4871,허리,9,10,19
4872,월말,71,101,172
4873,미사일,12,21,33
4874,도발,8,31,39
4878,여론,37,27,64
4879,분열,8,12,20
4880,군사,8,41,49
4882,동원,26,30,56
4884,왜곡,22,28,50
4886,차이신,10,20,30
4887,인원,10,38,48
4888,이윤,3,12,15
4889,원료,6,14,20
4891,차질,90,117,207
4892,연료,16,23,39
4893,나뉘,10,14,24
4894,판매액,27,30,57
4895,전자상거래,14,16,30
4896,덕분,34,61,95
4897,최소,127,207,334
4898,건축,29,45,74
4899,자재,26,29,55
4902,응답자,30,105,135
4903,입,78,139,217
4905,비둘기,21,66,87
4906,침묵,6,12,18
4907,들어간,7,35,42
4908,카시,58,9,67
4909,가깝,34,49,83
4911,짜,6,14,20
