,word,positive_count,negative_count,total
12670,기어,22,2,24
12676,로봇,19,87,106
12730,수소,10,39,49
12732,D램,8,29,37
12736,차세대,16,37,53
12747,스미토모,6,10,16
12752,테크놀로지,18,26,44
12756,이미지,38,84,122
12771,후공정,5,10,15
12775,신용위기,7,9,16
12783,비싼,8,33,41
12786,너무나,8,8,16
12789,학습,7,14,21
12791,달러가치,36,62,98
12793,종종,5,13,18
12796,반월,7,10,17
12807,부를,10,9,19
12818,저렴,28,85,113
12824,나온다면,5,16,21
12828,인포,19,7,26
12829,맥스,7,27,34
12837,문재인,15,9,24
12838,위기설,9,12,21
12839,합당,7,11,18
12842,디젤차,20,1,21
12843,감시,7,14,21
12845,라인업,12,49,61
12850,운전자금,13,38,51
12852,배출,6,12,18
12853,주어지,4,13,17
12856,내세운,10,6,16
12870,기하,5,17,22
12873,생계비,6,19,25
12875,다발,14,8,22
12880,반년,8,12,20
12891,응찰액,5,13,18
12894,급매물,6,17,23
12897,숏커버,9,15,24
12902,물류센터,19,131,150
12911,대표이사,15,51,66
12936,종신,9,9,18
12941,리브,25,21,46
12942,우르,12,14,26
12943,과라니,11,11,22
12944,불가리아,21,24,45
12945,코루나,11,11,22
12946,크로아티아,18,21,39
12947,쿠나,11,11,22
12948,즐,11,11,22
12949,로티,11,11,22
12950,동북아시아,23,23,46
12951,타이완,22,22,44
12952,디나르,21,21,42
12953,자메이카,11,11,22
12954,케냐,11,11,22
12955,실링,11,11,22
12956,나이라,11,11,22
12958,푸른색,6,12,18
12959,동북,6,11,17
12961,파키스탄,11,21,32
12962,루마니아,12,17,29
12963,스리랑카,11,11,22
12964,끌어내렸,6,13,19
12966,트렌치,19,36,55
12971,그래도,7,13,20
12979,호영,14,1,15
12980,유찰,8,18,26
12986,부산은행,13,33,46
12990,순매수비중,6,14,20
13008,밀려,9,19,28
13010,신영증권,11,25,36
13014,저소득층,30,22,52
13015,자금난,17,31,48
13033,금융감독원장,4,58,62
13035,검색,2,19,21
13037,랩,12,58,70
13042,되풀이,7,10,17
13046,진지,4,16,20
13048,실업보험청구,7,10,17
13049,키웠,17,56,73
13053,명예,2,15,17
13057,돌아온,6,13,19
13062,가산,21,32,53
13070,위해선,22,46,68
13072,없애,11,28,39
13073,비만,8,27,35
13078,타이트한,7,10,17
13080,늦출,9,16,25
13087,가리키,5,26,31
13089,격,6,12,18
13101,빌린,6,13,19
13109,자녀,33,126,159
13115,돼야,8,23,31
13125,중개인,3,17,20
13134,식당,7,10,17
13135,가공식품,20,11,31
13137,불평등,24,6,30
13140,이뤘,11,10,21
13145,학생,9,23,32
13151,입학,3,12,15
13152,부모,13,60,73
13156,대학원,19,9,28
13196,브로커리지,5,13,18
13198,학부,4,18,22
13199,뽑,10,20,30
13202,내려간,10,21,31
13205,골목,3,18,21
13206,경쟁자,5,10,15
13208,방치,5,19,24
13218,땅,9,17,26
13230,배우,5,13,18
13235,트럭,3,13,16
13237,인프라스트럭처,5,10,15
13252,아침,12,22,34
13259,눈앞,14,28,42
13261,금리재정거래,16,5,21
13277,자금이동,10,9,19
13282,피아제,27,2,29
13287,꺼리,8,15,23
13290,농촌,8,13,21
13296,양사,9,18,27
13297,사업계획,2,27,29
13299,계좌,185,358,543
13300,원격,3,13,16
13301,개설,19,58,77
13306,규칙,7,15,22
13309,수당,11,21,32
13327,투자회사,14,13,27
13343,루블화,10,10,20
13353,잉여현금흐름,9,9,18
13357,얼,7,18,25
13363,발발,6,14,20
13367,상승장,8,29,37
13368,신년사,3,40,43
13375,분위,20,14,34
13377,상고하저,13,8,21
13378,호실적,50,47,97
13381,퀀트,3,18,21
13384,생성,11,60,71
13388,김경훈,1,14,15
13389,읽,3,23,26
13392,오른쪽,5,32,37
13396,낸,17,42,59
13398,이어진다,5,15,20
13402,개별종목,6,21,27
13404,정했,1,16,17
13406,알아보,7,26,33
13407,널,1,15,16
13408,상장폐지,6,18,24
13418,스크린,5,16,21
13427,사무,7,9,16
13439,한샘,1,16,17
13446,메리츠화재,47,13,60
13448,KT&G,10,20,30
13452,동부화재,13,2,15
13455,신년,4,72,76
13460,환수,7,18,25
13469,라운지,6,17,23
13478,건보,17,8,25
13482,약관,13,35,48
13483,대담,7,13,20
13487,파트너십,4,27,31
13488,거쳐야,5,15,20
13494,완,12,11,23
13501,이웃,1,15,16
13504,분담금,23,9,32
13509,일정금액,9,8,17
13510,피스,1,20,21
13511,컬,5,22,27
13522,주식발행,8,10,18
13526,아베,14,8,22
13546,파트너,10,46,56
13547,고위,13,36,49
13548,당국자,19,16,35
13553,접목,5,17,22
13555,전세시장,6,11,17
13556,생활안정,6,24,30
13559,민생안정,9,19,28
13562,보급,8,32,40
13563,서버,14,52,66
13564,제조사,5,22,27
13567,패시브,5,18,23
13568,외화채권,9,14,23
13571,저소득,9,14,23
13578,금융부채,10,7,17
13579,노인,15,35,50
13580,전세자금,33,61,94
13587,광산,5,18,23
13596,서면,4,22,26
13605,고심,9,19,28
13610,레터,2,16,18
13611,발송,6,23,29
13615,유관,5,16,21
13618,공단,13,15,28
13621,납세자,7,23,30
13623,대상자,13,43,56
13624,보완자본,8,13,21
13630,문턱,19,24,43
13634,직무,12,15,27
13637,비리,10,10,20
13647,수사,31,28,59
13651,거뒀,14,25,39
13652,센트럴,21,31,52
13653,공략,26,31,57
13655,간극,8,14,22
13657,내려갔,30,46,76
13663,높인,17,23,40
13664,견디,6,9,15
13665,판로,17,6,23
13666,개척,17,15,32
13668,개막,6,23,29
13670,전시,9,23,32
13674,채굴,18,71,89
13681,금융투자업계,34,96,130
13682,이창용,61,170,231
13684,떠오른,8,15,23
13687,나뉜다,5,14,19
13696,정산,6,13,19
13703,無,2,14,16
13705,위기극복,15,18,33
13712,돌아왔,6,11,17
13718,실거래,22,39,61
13735,밀릴,13,7,20
13741,간다,19,16,35
13743,합류,17,13,30
13744,벨,5,13,18
13756,협회,53,63,116
13757,종이,15,62,77
13759,환전,25,61,86
13760,액도,6,10,16
13768,거래비중,12,14,26
13770,챌린지,16,28,44
13781,하늘,5,11,16
13784,구멍,8,18,26
13787,양키본드,12,8,20
13798,간신히,7,14,21
13805,채광,3,14,17
13812,선두,7,30,37
13818,반도체업종,11,51,62
13823,광업,7,13,20
13827,제1금융권,6,11,17
13829,요주,4,15,19
13833,닛케이지수,18,142,160
13834,대출액,11,16,27
13835,손실액,3,13,16
13843,소관,12,6,18
13848,총자산회전율,3,12,15
13853,자본력,9,13,22
13855,수술,8,14,22
13856,통지,6,13,19
13859,출연,25,79,104
13875,민자,9,6,15
13878,토끼,8,9,17
13879,교보생명,6,46,52
13880,한화생명,75,12,87
13881,예정이율,50,7,57
13882,코코,13,7,20
13889,신성장동력,15,24,39
13891,소재용,1,26,27
13898,양성,8,14,22
13899,예술,7,21,28
13901,운수,25,80,105
13916,농가,15,43,58
13938,유망섹터,10,7,17
13939,헐값,9,7,16
13941,경기소비재,10,12,22
13942,주택대출,29,10,39
13948,스튜디오,7,26,33
13960,감수,13,26,39
13964,융합,11,9,20
13972,유독,6,23,29
13973,무력,3,19,22
13994,부르,8,12,20
13998,중소형,14,49,63
14002,도널드,17,44,61
14005,소기업,5,35,40
14015,환자,20,33,53
14019,근절,12,10,22
14031,사내,5,33,38
14032,번호,5,10,15
14050,섬유의복,4,23,27
14073,실장,19,79,98
14087,양지,11,25,36
14091,영업점,21,74,95
14093,국가채무비중,19,1,20
14096,차액,6,24,30
14097,초과수요,7,12,19
14100,이차보전,10,28,38
14110,육아,14,78,92
14111,휴직,6,59,65
14113,어린이집,10,20,30
14114,신혼,12,79,91
14116,초등,14,16,30
14117,돌봄,11,44,55
14120,소상공인,263,777,1040
14121,재기,12,28,40
14124,지방세,14,8,22
14126,취득세,13,21,34
14131,시총,60,107,167
14132,증권거래세,7,14,21
14134,등기,14,17,31
14139,광역시,5,16,21
14145,협,10,32,42
14155,국회의원,20,22,42
14157,정규,9,11,20
14169,분주,5,10,15
14170,자본주의,8,10,18
14174,지배력,14,4,18
14179,삼성그룹,10,5,15
14182,전업,29,8,37
14186,일가,8,17,25
14188,공익법인,2,22,24
14189,인수단,10,20,30
14198,비상장,5,10,15
14208,미래에셋생명,47,6,53
14209,동양그룹,4,21,25
14211,합리,11,33,44
14212,지침,17,28,45
14215,내부통제,4,59,63
14221,소장,12,16,28
14232,숏포지션,7,16,23
14239,생명보험협회,11,18,29
14241,채웠,47,89,136
14245,수명,4,12,16
14255,비즈니스,40,34,74
14256,보냈,17,18,35
14261,위쪽,16,6,22
14265,표지,8,7,15
14270,깎,11,16,27
14280,기한이익상실,8,18,26
14282,지원계획,5,11,16
14286,파크,37,39,76
14292,대여금,9,6,15
14294,공정가치,19,12,31
14303,금융투자업,4,11,15
14313,발행주식,3,36,39
14319,상호금융,15,25,40
14320,기승,11,9,20
14321,주담대,119,402,521
14322,담보인정비율,5,12,17
14330,케이씨씨,14,4,18
14331,맥쿼리인프라,6,20,26
14346,엔시스,10,6,16
14354,크레,3,14,17
14364,서천,5,42,47
14365,봄철,7,10,17
14388,소리,5,10,15
14405,공사비,52,58,110
14406,잔금,4,31,35
14421,과천,21,22,43
14422,유입액,9,16,25
14423,순매수액,5,26,31
14430,카르텔,4,16,20
14432,나선다고,4,15,19
14437,테,9,10,19
14441,주택도시보증공사,11,39,50
14445,넓히,6,18,24
14457,이일형,2,30,32
14460,접근법,2,14,16
14473,일어난,6,13,19
14475,놀,5,17,22
14476,조동철,3,14,17
14478,요국,7,15,22
14479,이부진,1,17,18
14481,초중,6,20,26
14491,메모,13,20,33
14498,콜시장,12,34,46
14504,압류,2,19,21
14507,필두,9,23,32
14517,일제,14,10,24
14518,출판,10,22,32
14520,됩니다,10,13,23
14521,예하,14,16,30
14522,펼쳤,4,23,27
14523,층,44,89,133
14524,알리,8,54,62
14528,좁혀졌,7,17,24
14530,건의,8,17,25
14532,최적,23,42,65
14534,보관,14,31,45
14546,버전,6,10,16
14549,신속히,18,22,40
14550,담대,9,18,27
14555,뛴,14,59,73
14564,재연,7,8,15
14572,레인지장세,6,14,20
14587,부회장,7,42,49
14593,지하,9,27,36
14597,아이폰,8,59,67
14598,질주,7,14,21
14605,충전,6,22,28
14606,공모주청약,7,10,17
14622,홀,3,13,16
14638,금값,15,128,143
14642,장사,5,17,22
14644,들어왔,38,73,111
14650,한국자금중개,13,33,46
14657,청,9,24,33
14679,담합,2,31,33
14681,쏟아져,4,11,15
14684,해외진출,9,14,23
14686,캠코,4,25,29
14692,중소기업금융,6,11,17
14696,주주환원정책,32,36,68
14697,배당성향,19,20,39
14701,확전,2,18,20
14708,주최,13,32,45
14711,분봉,41,116,157
14743,전용,90,137,227
14749,이자소득,27,26,53
14751,원천징수,12,4,16
14762,투자액,4,24,28
14772,로레타,15,9,24
14775,빌,11,26,37
14777,시니어,5,48,53
14783,고용원,14,14,28
14793,풍성,4,16,20
14795,둬야,6,12,18
14796,한화손해보험,32,11,43
14799,고승범,2,14,16
14807,우하향,7,10,17
14808,KB국민카드,10,35,45
14815,공지,6,28,34
14819,열렸,8,14,22
14823,내놨,17,61,78
14825,막혀,3,16,19
14832,배상,14,105,119
14837,가져갈,13,10,23
14843,라이프,19,25,44
14844,홈플러스,6,34,40
14859,두드러질,6,12,18
14864,집단행동,15,15,30
14871,싸움,9,30,39
14885,리파이낸싱,14,24,38
14898,카,6,29,35
14901,생산함수,7,24,31
14908,실증,21,10,31
14909,보편,5,14,19
14910,입량,1,40,41
14922,기각,5,11,16
14927,립,8,31,39
14933,주의보,5,11,16
14939,검단,17,25,42
14940,암,10,31,41
14946,점수,23,104,127
14952,츠,4,15,19
14955,한국주택금융공사,4,31,35
14969,바,5,14,19
14983,후보군,5,11,16
14992,블룸버그통신,33,71,104
15006,죽,2,15,17
15007,시동,6,23,29
15012,맥,8,9,17
15016,탐욕,15,23,38
15030,오너,5,18,23
15048,도약,21,65,86
15065,리카,4,12,16
15069,제프리,8,7,15
15071,패트릭,5,13,18
15084,촉각,5,14,19
15086,찰스,3,20,23
15089,닐,29,12,41
15109,민간기업,4,23,27
15110,월단위,2,16,18
15112,톡톡히,2,13,15
15114,시너지효과,7,9,16
15119,수료,7,12,19
15126,보낸,7,11,18
15129,건설산업,20,10,30
15147,코로나,319,365,684
15152,재택근무,5,22,27
15154,감염병,41,16,57
15155,유행,5,11,16
15159,대유행,1,15,16
15161,제때,8,12,20
15171,삼정,1,14,15
15172,회계법인,23,16,39
15176,모을,3,13,16
15179,민관,8,10,18
15184,부동산투자신탁,7,20,27
15185,장벽,12,9,21
15192,궁성,2,19,21
15221,방역,54,14,68
15242,상공회의소,7,29,36
15246,최다,8,27,35
15249,설립자,3,12,15
15253,긴급자금,8,11,19
15258,경북,11,21,32
15260,런던,7,55,62
15261,고래,2,18,20
15263,칼럼,5,14,19
15266,고용보고서,15,38,53
15287,트레이더,37,74,111
15299,변이,15,5,20
15301,산단,3,21,24
15304,유진,9,10,19
15310,절세,14,34,48
15311,정반대,5,18,23
15315,말년,1,25,26
15317,편익,6,10,16
15318,비대,45,85,130
15328,브랙,1,16,17
15329,시트,1,18,19
15349,쌍,6,17,23
15351,줄인,10,18,28
15360,로스,5,34,39
15362,채권퉁,1,41,42
15363,債券,1,18,19
15364,通,1,20,21
15367,양회,10,53,63
15368,반환,12,39,51
15374,개통,13,64,77
15393,대해선,30,75,105
15429,경협,14,20,34
15430,품,13,18,31
15438,빠져나갔,4,17,21
15441,빠져나가,6,18,24
15444,유해,2,14,16
15445,미군,7,22,29
15453,초청,5,10,15
15457,상권,13,31,44
15459,사업주,6,21,27
15467,북경,4,13,17
15482,과일,21,58,79
15490,기준가격,1,14,15
15496,협동,1,15,16
15497,텍사스,5,15,20
15517,일상,12,41,53
15521,데일리,6,43,49
15536,혼인,6,23,29
15538,생계,6,14,20
15553,구매자,7,19,26
15555,시장조사업체,6,9,15
15558,내림세,25,63,88
15562,첨단산업,22,11,33
15564,휴직자,4,16,20
15575,살리,22,28,50
15604,플,15,8,23
15609,예대금리차,27,35,62
15616,딩,6,20,26
15619,외면,11,27,38
15623,사장,41,123,164
15624,냈,35,63,98
15625,외화채,7,14,21
15628,사교육비,2,13,15
15643,재난,12,24,36
15646,마틴,3,18,21
15647,루터,2,15,17
15648,킹,4,24,28
15651,기획재정위원회,9,14,23
15666,넘치,8,7,15
15684,고환,3,12,15
15708,착한,4,12,16
15711,관련주,27,97,124
15723,주주총회,26,42,68
15724,위탁,17,21,38
15732,산업단지,10,44,54
15744,中企,9,13,22
15747,자동차보험료,8,10,18
15748,잇단,7,10,17
15754,나노,15,7,22
15757,연다,2,13,15
15780,신생,2,13,15
15789,실용,4,11,15
15814,소형주,11,29,40
15815,중형주,10,19,29
15817,중형,6,19,25
15818,가치주,16,11,27
15825,지급일,4,37,41
15830,부동,24,49,73
15841,실수요자,11,24,35
15858,힐,20,67,87
15864,배당락일,6,52,58
15867,개장전,22,42,64
15875,배당률,12,19,31
15879,프로그램매매,4,14,18
15883,사격,6,12,18
15889,고급,6,36,42
15894,금선물,5,41,46
15901,조달자금,6,16,22
15915,대출심사,10,33,43
15917,치였,16,17,33
15925,연방공개시장위원회,64,351,415
15926,정례,6,17,23
15927,맞이해,5,13,18
15931,두기,23,7,30
15937,이동성,6,9,15
15939,선수,7,8,15
15941,통신비,5,17,22
15943,바이러스,11,9,20
15947,다주택자,8,7,15
15949,눈여겨볼,5,10,15
15958,프라임,6,14,20
15967,개수,6,16,22
15974,강원,8,17,25
15982,살아남,6,9,15
15984,김지영,55,1,56
15985,아이엔지생명,34,1,35
15986,동양생명,47,6,53
15988,DB손해보험,31,15,46
15989,현대해상,44,5,49
15990,개인연금,29,8,37
15995,이익율,4,19,23
15997,보장성보험,28,5,33
16002,아빠,8,14,22
16003,보너스,4,15,19
16006,중증,10,7,17
16012,용역,12,13,25
16014,장밋빛,5,12,17
16017,굴리,10,6,16
16018,계약자,12,31,43
16021,재보험,23,1,24
16025,연금보험,16,9,25
16026,준다,13,19,32
16032,수혜주,9,13,22
16033,변액,22,2,24
16034,생명보험사,16,30,46
16042,전입액,49,1,50
16043,금전,10,8,18
16045,적립액,10,10,20
16047,수익금,9,15,24
16051,사망,18,35,53
16057,타사,5,17,22
16061,가입금액,3,13,16
16062,어린이,5,12,17
16069,수령액,15,2,17
16072,연금저축,10,15,25
16075,손해보험사,7,12,19
16078,신화,8,7,15
16079,오피스텔,62,169,231
16080,수익형,9,13,22
16081,사들인,6,28,34
16082,이뤄,8,30,38
16090,할인율,4,23,27
16093,화재,10,85,95
16101,보험약관,10,9,19
16122,연신,16,2,18
16124,신계약비,16,2,18
16125,유지비,17,2,19
16126,각비,12,3,15
16128,금중,11,28,39
16129,지급금,8,9,17
16130,전순,16,1,17
16133,시납,7,8,15
16134,전입,5,10,15
16141,자동차보험,22,6,28
16160,사적,2,14,16
16172,맹점,10,6,16
16177,안내,24,60,84
16180,괴리율,21,2,23
16182,英,7,14,21
16183,코스피200,12,17,29
16192,특판,30,64,94
16201,상용화,3,12,15
16202,임대차,15,52,67
16203,보호법,5,10,15
16204,세입자,1,15,16
16206,사용액,5,15,20
16207,비스,15,13,28
16208,대면,22,40,62
16214,기회비용,3,17,20
16243,복현,9,88,97
16248,희비,7,23,30
16263,증거금,2,16,18
16294,공무원연금,11,4,15
16305,스타,28,89,117
16314,책임지,7,11,18
16322,모기지론,4,14,18
16333,사인,15,17,32
16342,새마을금고,20,31,51
16343,수요층,7,8,15
16344,연소득,23,27,50
16347,이용자,28,68,96
16355,달해,14,25,39
16371,구인,6,66,72
16378,충북,15,13,28
16387,바이든,37,105,142
16391,가상화폐,10,43,53
16403,대중교통,6,24,30
16406,신고가,26,140,166
16409,극명,8,11,19
16424,팬데믹,101,191,292
16428,포스트,8,14,22
16429,혁명,12,19,31
16452,판매가격,3,19,22
16455,세종,30,55,85
16469,러셀,8,14,22
16472,어닝서프라이즈,15,17,32
16488,뛰어나,4,13,17
16494,알파,11,45,56
16503,집값,51,127,178
16509,팔리,5,12,17
16510,브루킹스연구소,4,14,18
16511,블로그,4,12,16
16525,패스,3,14,17
16545,서구,11,26,37
16565,보유자,5,24,29
16578,페소화,52,22,74
16579,페소화가치,17,7,24
16582,세웠,11,24,35
16591,세우,4,22,26
16610,소재부품,9,15,24
16632,건설현장,14,21,35
16637,생태계,14,47,61
16666,신약,30,25,55
16674,폭스바겐,37,18,55
16685,손쉽,6,37,43
16690,팔레스타인,12,11,23
16696,선택권,4,12,16
16720,이체,18,9,27
16732,올라간,12,15,27
16756,설탕,1,14,15
16757,목재,12,45,57
16771,역동,6,14,20
16774,라파엘,9,26,35
16789,실업보험,10,10,20
16795,정정,3,21,24
16798,토로,6,10,16
16823,주가연계증권,10,42,52
16828,쏠린다,7,19,26
16829,펼쳐지,7,9,16
16831,공시지가,3,16,19
16867,재미있,10,26,36
16878,만선,6,32,38
16887,공부,5,12,17
16888,가이드,10,8,18
16892,부산시,4,14,18
16895,사옥,28,51,79
16905,배터리,24,84,108
16917,놀라,7,14,21
16929,상한선,14,12,26
16942,정통,7,8,15
16947,광명,36,10,46
16952,파마,9,13,22
16953,솔라,7,12,19
16972,경매시장,3,12,15
16979,헝다,4,13,17
16987,병목,11,4,15
17002,앤디,13,13,26
17018,밸류,180,170,350
17022,수탁고,18,13,31
17027,분산투자,16,33,49
17031,CAC40지수,18,36,54
17033,피했,5,17,22
17039,따,4,20,24
17049,스트립,3,26,29
17072,꺾였,9,24,33
17090,트럼프리스크,15,5,20
17091,화제,5,11,16
17093,매니저,25,40,65
17126,탈당,5,16,21
17131,존슨,7,14,21
17138,겨울철,5,10,15
17143,택배,10,30,40
17144,배달,20,13,33
17147,무화,9,7,16
17149,상장지수펀드,81,274,355
17164,탑,12,8,20
17172,차회,2,55,57
17173,당좌예금,9,19,28
17178,갈지,8,16,24
17181,새,27,74,101
17187,침공,6,11,17
17201,세운,9,61,70
17204,거래처,8,9,17
17207,돌려받,9,24,33
17227,주효,15,8,23
17230,DB금융투자,4,20,24
17234,군인공제회,3,12,15
17236,악성,5,10,15
17240,탄생,11,18,29
17241,은행법,15,8,23
17276,불린다,7,12,19
17286,뱅킹,6,58,64
17289,가족,16,57,73
17294,웹사이트,7,9,16
17296,랭킹,1,21,22
17298,식수,2,26,28
17302,배당기산일,1,25,26
17303,상당액,3,17,20
17306,손익계산서,1,27,28
17310,하이브리드,4,24,28
17319,공매,11,28,39
17330,자산가,3,17,20
17335,마이너스통장,2,17,19
17339,사무실,10,38,48
17342,수출금융,1,19,20
17352,프레시,11,4,15
17356,무주택,17,30,47
17358,포럼,39,27,66
17359,탄소중립,7,25,32
17362,명의,6,14,20
17368,민생,84,205,289
17374,교육부,6,15,21
17380,하락장,7,19,26
17392,구차,1,70,71
17398,살펴야,7,11,18
17402,이직,2,19,21
17406,조코,13,3,16
17417,재미,7,11,18
17448,만났,10,20,30
17456,경찰,12,12,24
17468,무효,10,11,21
17470,화면,16,17,33
17498,테슬라,150,373,523
17500,광고,38,83,121
17509,가든,7,11,18
17515,제조기업,8,15,23
17533,빈일자리,14,9,23
17538,켐,20,27,47
17547,시간외거래,16,23,39
17603,크림,2,13,15
17610,사이버,6,19,25
17642,금융서비스위원회,9,24,33
17648,영상,15,26,41
17677,평민,16,1,17
17682,광주광역시,4,16,20
17683,태영,11,48,59
17692,한미사이언스,13,5,18
17697,경제매체,11,9,20
17707,잡혔,3,12,15
17708,금융규제안,16,1,17
17713,확립,14,6,20
17714,폐,8,10,18
17716,자산유동화,13,26,39
17734,이승수,36,1,37
17742,그렸,5,10,15
17748,흥분,10,8,18
17752,드립니다,16,29,45
17763,가를,3,13,16
17767,상생,66,321,387
17770,불어난,4,12,16
17776,초과분,7,15,22
17785,캡,11,49,60
17802,어닝,12,3,15
17813,울퉁불퉁,14,30,44
17814,젊,17,32,49
17822,홍,11,96,107
17848,하나증권,25,95,120
17863,존중,11,7,18
17892,산원,20,44,64
17913,아웃풋갭,1,14,15
17922,중고,4,13,17
17924,실내,6,19,25
17929,케어,10,15,25
17936,임신,4,18,22
17942,인접,13,39,52
17952,힘쓰,7,14,21
17955,상환자금,14,23,37
17960,사와,6,13,19
17976,톰,8,7,15
17994,위성,9,8,17
17995,지구,14,66,80
18013,도는,4,15,19
18031,인간,9,6,15
18037,사용자,26,106,132
18050,빌릴,8,13,21
18052,설날,5,12,17
18079,웃돈,38,76,114
18084,프로모션,30,43,73
18085,회원,17,35,52
18086,일회성비용,9,8,17
18088,캐시백,26,88,114
18100,대장,8,27,35
18105,쿠팡,3,20,23
18111,전담,14,28,42
18117,목표액,26,47,73
18123,로고,7,13,20
18125,작품,4,13,17
18142,들여,7,12,19
18143,세무,6,12,18
18181,범유럽,16,30,46
18201,기술력,11,22,33
18202,보안,8,23,31
18208,임대주택,7,22,29
18209,밀집,10,16,26
18216,징,9,6,15
18267,평화,8,18,26
18292,기본법,10,5,15
18320,고갈,9,6,15
18329,선대,2,13,15
18353,정관,8,11,19
18370,이지스,12,8,20
18394,마크,4,17,21
18402,잉글랜드은행,5,11,16
18411,그리드,1,16,17
18413,대기자금,8,16,24
18419,팝,6,13,19
18429,비즈,12,32,44
18434,홍보,19,26,45
18458,건설기업,14,5,19
18481,달래,10,7,17
18482,로이터,60,127,187
18509,난,7,16,23
18510,휴식,11,9,20
18515,올라선,16,13,29
18519,네고,28,91,119
18521,퓨,9,27,36
18522,비트,14,52,66
18524,토스,66,137,203
18538,조달청,15,2,17
18540,인증,26,61,87
18541,여주,5,19,24
18549,소집,3,12,15
18580,배운,8,9,17
18583,자랑,2,22,24
18585,벽,19,9,28
18598,주목도,2,13,15
18602,응답률,6,32,38
18604,스틸,3,25,28
18611,아끼,5,12,17
18629,배당소득세,5,14,19
18635,출산,23,91,114
18668,부동산펀드,17,13,30
18674,골든,6,14,20
18692,증원,10,25,35
18695,상속세,16,41,57
18709,검역,4,22,26
18730,선거구,13,11,24
18761,무주택자,14,22,36
18775,서울대학교,10,11,21
18778,대통령실,16,50,66
18789,사무소,15,27,42
18811,본부장,45,91,136
18816,시화,3,15,18
18847,제주항공,9,13,22
18848,알짜,10,11,21
18850,공모펀드,15,25,40
18858,고액자산가,5,22,27
18866,정두리,11,39,50
18867,함영주,1,25,26
18872,뿌리,4,14,18
18876,나무,2,19,21
18884,김보겸,11,42,53
18886,KB자산운용,19,58,77
18887,삼성자산운용,20,119,139
18890,앱,54,152,206
18891,삼전,2,18,20
18892,대장주,5,56,61
18896,탑재,4,24,28
18897,유준,74,239,313
18903,파운드리,4,17,21
18905,엔비디아,345,490,835
18914,라스트,6,27,33
18915,마일,6,30,36
18917,피벗,21,79,100
18926,드린다,6,13,19
18928,납부액,5,18,23
18930,공헌,2,15,17
18935,레고켐바이오,4,15,19
18936,항체,4,11,15
18937,약물,11,13,24
18945,전세임대주택,3,15,18
18946,소유자,3,17,20
18948,대학생,4,25,29
18950,입주자,8,39,47
18952,낸다,2,13,15
18956,무이자,11,82,93
18957,당첨자,5,33,38
18958,김국,4,21,25
18959,카카오뱅크,60,145,205
18960,저신용자,37,44,81
18961,측은,14,22,36
18966,최정희,56,90,146
18967,갑진,2,15,17
18970,교도,2,16,18
18971,스와프,66,156,222
18972,다우존스30산업평균지수,112,260,372
18974,페드워치,77,238,315
18980,사회적책임,3,12,15
18986,윤석열,22,95,117
18989,경영전략,6,15,21
19006,권익,8,9,17
19018,시장운영팀,8,16,24
19019,이은정,14,56,70
19023,시카고상품거래소,60,214,274
19024,마이크로,7,21,28
19025,나스닥100,6,23,29
19026,소셜,9,23,32
19027,커뮤니티,48,76,124
19029,신청일,9,12,21
19033,옵션프리미엄,3,13,16
19035,업무지구,4,12,16
19037,F&F,2,15,17
19038,김성수,12,26,38
19044,강남구,12,34,46
19049,계약금,24,94,118
19053,서비스기업,8,10,18
19056,지하층,17,50,67
19057,지상,19,55,74
19064,움직인다,54,135,189
19072,성실,12,28,40
19075,박상현,5,29,34
19076,전문위원,18,58,76
19077,피봇,9,31,40
19079,장서,18,69,87
19081,운용역,16,58,74
19083,尹,8,36,44
19085,개미,20,123,143
19088,최훈,15,37,52
19089,코리아디스카운트,22,16,38
19092,생생,7,9,16
19094,그래픽,23,37,60
19097,연합회,12,26,38
19098,지갑,12,18,30
19108,드론,4,41,45
19109,뉴욕증권거래소,155,342,497
19111,택시,1,14,15
19112,로이터통신,29,55,84
19113,모은,3,14,17
19114,꼽힌다,35,91,126
19120,연구센터,3,12,15
19129,기종,1,18,19
19132,운항,9,9,18
19133,창업자,18,59,77
19140,반토막,7,23,30
19144,개발사,9,8,17
19145,찬물,16,25,41
19146,끼얹,16,18,34
